monolingual,Sub-task B
yar bhaiyo log aab khule ched rahe ladko admi ladke gents toilet suru jate kya rha hate this,0
ess liberal muh mutna sahia fucker indian liberal,0
उदारवादी faminist देश,0
are film mein jarurat jhadha sarabi nasha pagalpan dikhaya gaya pyar mein pagal hona thik lekin ladaki alava ladake mata pita hote hein unki jhindgi hoga sabse badi baat film hame sikneko milta,1
यशवंत चौधरी भोस्डिके वजह मजबूत मुलाकात,0
chal chutiye,1
itni panchayat kyun krta bhaii chutiya smjh kya sbko,1
सुअर गया।,1
बोला उधर टॉप साले पब्लिक पढ़कर सारे छूट लोग पब्लिक बढ़कर लड़की लड़की लड़की साले भोसड़ी रेप वहां आवाज उठाते पिक्चर देखकर लड़की साले *******,0
एकदम वही मेरे वाली अनुभूति। मिनट ज्यादा झेल चूतिया तथा चलचित्र। खलनायक चाहे तमीज करे लड़की लोग गालिया देते उपयोग नायक भूमि गेंद क्र कहाँ अच्छा लगता चूतिया जनता गांडू बॉलीवुड,0
"भारतीय फोजी पाकिस्तानी फोजी गांड ""मरने"" वाला चाहिए गांड ""मरवाने"" वाला",1
नफरत करो संजाति विषयक karo kay करो kay doob maro जानवर salo janwar bhee sharam गाह tum par नासूर सालो,1
चूथिया,1
समलैंगिक बकवास सोच leagle अनुसूचित जाति मुख्य न्यायाधीश शादी करवा देना चाहिए,1
यशवंत चौधरी भोस्डिके वजह मजबूत मुलाकात,0
